,type
9713,benign
16723,trojan
14611,trojan
11637,benign
12693,trojan
15938,trojan
3478,adware
5273,worm
5473,worm
5539,worm
6731,worm
10911,benign
13385,trojan
1650,adware
6734,worm
13131,trojan
5698,worm
8675,benign
5219,worm
16757,trojan
4855,worm
14938,trojan
14418,trojan
3487,adware
7972,worm
12153,benign
1376,adware
434,adware
7857,worm
11460,benign
646,adware
7555,worm
9131,benign
3169,adware
16210,trojan
16951,trojan
6073,worm
3558,adware
11255,benign
3827,adware
11750,benign
668,adware
4893,worm
8582,benign
8222,benign
3938,adware
5237,worm
1078,adware
3870,adware
15027,trojan
13217,trojan
7758,worm
10643,benign
3855,adware
10293,benign
2435,adware
11725,benign
4113,adware
15139,trojan
12705,trojan
2933,adware
6822,worm
3250,adware
3414,adware
16296,trojan
16193,trojan
13615,trojan
10357,benign
10912,benign
11720,benign
1132,adware
13883,trojan
14019,trojan
14240,trojan
7125,worm
1060,adware
1037,adware
10215,benign
3602,adware
8681,benign
2541,adware
14328,trojan
16367,trojan
14464,trojan
5733,worm
734,adware
4109,adware
12544,trojan
16019,trojan
10067,benign
7165,worm
7296,worm
1074,adware
3205,adware
14138,trojan
13477,trojan
13754,trojan
5329,worm
8247,benign
5546,worm
11177,benign
5377,worm
3975,adware
6109,worm
15187,trojan
13947,trojan
4255,worm
711,adware
15517,trojan
9774,benign
14373,trojan
12467,benign
3082,adware
10360,benign
1219,adware
4258,worm
16884,trojan
8046,worm
15477,trojan
14500,trojan
2925,adware
1084,adware
6510,worm
7757,worm
4169,worm
11987,benign
10379,benign
10743,benign
15002,trojan
10157,benign
4756,worm
15869,trojan
15977,trojan
5964,worm
16331,trojan
10372,benign
16782,trojan
4549,worm
4998,worm
10923,benign
13694,trojan
16687,trojan
13222,trojan
9620,benign
5910,worm
95,adware
16061,trojan
9553,benign
16154,trojan
8659,benign
81,adware
7578,worm
13113,trojan
362,adware
11427,benign
12221,benign
1176,adware
7372,worm
7230,worm
850,adware
7158,worm
13150,trojan
5363,worm
1524,adware
12009,benign
14439,trojan
5109,worm
971,adware
1076,adware
12116,benign
14815,trojan
1953,adware
2470,adware
6773,worm
11229,benign
5284,worm
3534,adware
4527,worm
1714,adware
3750,adware
15909,trojan
4732,worm
3246,adware
1268,adware
13526,trojan
3102,adware
6525,worm
11287,benign
3941,adware
7501,worm
6610,worm
4287,worm
8490,benign
5578,worm
828,adware
14341,trojan
2285,adware
1466,adware
6278,worm
3568,adware
16130,trojan
13783,trojan
12576,trojan
4446,worm
11161,benign
12828,trojan
13672,trojan
4669,worm
16882,trojan
13461,trojan
10800,benign
12871,trojan
8902,benign
15368,trojan
3625,adware
17064,trojan
15497,trojan
6667,worm
7184,worm
1498,adware
6352,worm
16538,trojan
15377,trojan
6237,worm
1397,adware
5914,worm
15322,trojan
1235,adware
15552,trojan
200,adware
2038,adware
11530,benign
4305,worm
12392,benign
11474,benign
8633,benign
5818,worm
14850,trojan
14805,trojan
6025,worm
123,adware
5343,worm
1944,adware
5804,worm
6026,worm
2504,adware
13820,trojan
6100,worm
14641,trojan
13158,trojan
9061,benign
15597,trojan
9453,benign
15845,trojan
463,adware
6132,worm
2329,adware
16863,trojan
12561,trojan
2582,adware
15655,trojan
1824,adware
9105,benign
9315,benign
12737,trojan
3150,adware
4739,worm
12111,benign
12595,trojan
11622,benign
5069,worm
7320,worm
12002,benign
13111,trojan
8521,benign
14484,trojan
8330,benign
4884,worm
11237,benign
7902,worm
3338,adware
13204,trojan
12130,benign
4035,adware
4898,worm
17019,trojan
14963,trojan
10128,benign
1170,adware
6703,worm
12909,trojan
16287,trojan
11335,benign
7979,worm
8641,benign
16839,trojan
14739,trojan
10612,benign
3808,adware
14279,trojan
12580,trojan
4521,worm
2856,adware
6309,worm
624,adware
15445,trojan
12323,benign
1605,adware
14315,trojan
5385,worm
7859,worm
6276,worm
4244,worm
6578,worm
13943,trojan
16225,trojan
11400,benign
4634,worm
13719,trojan
8053,worm
2487,adware
14964,trojan
10862,benign
1887,adware
9487,benign
1316,adware
801,adware
17113,trojan
8365,benign
6687,worm
14445,trojan
13319,trojan
5045,worm
1114,adware
16359,trojan
279,adware
8580,benign
5592,worm
6170,worm
5622,worm
4054,adware
1109,adware
4954,worm
6738,worm
10003,benign
8377,benign
8586,benign
8282,benign
1209,adware
16371,trojan
3314,adware
7472,worm
167,adware
11667,benign
3740,adware
7356,worm
1663,adware
1539,adware
10007,benign
3779,adware
14754,trojan
436,adware
3330,adware
13336,trojan
15266,trojan
13146,trojan
9183,benign
2680,adware
11155,benign
11943,benign
1053,adware
16998,trojan
16598,trojan
3662,adware
4282,worm
13987,trojan
4519,worm
15305,trojan
7590,worm
11397,benign
15772,trojan
1772,adware
10489,benign
8141,worm
15800,trojan
6657,worm
3430,adware
7676,worm
17091,trojan
1742,adware
1104,adware
3028,adware
9631,benign
7909,worm
12646,trojan
11752,benign
12135,benign
4058,adware
6855,worm
16402,trojan
9699,benign
2682,adware
6439,worm
3540,adware
9415,benign
16849,trojan
2761,adware
15502,trojan
2244,adware
9201,benign
8635,benign
1802,adware
2589,adware
6057,worm
935,adware
16655,trojan
16423,trojan
4571,worm
1749,adware
1545,adware
14450,trojan
6754,worm
7793,worm
11288,benign
16739,trojan
10940,benign
544,adware
12702,trojan
491,adware
9534,benign
10844,benign
13513,trojan
15473,trojan
7993,worm
4663,worm
3551,adware
1885,adware
9744,benign
5855,worm
3458,adware
13251,trojan
15478,trojan
5897,worm
5706,worm
14237,trojan
5916,worm
1762,adware
3772,adware
1096,adware
11529,benign
8327,benign
2616,adware
14053,trojan
16220,trojan
10972,benign
11168,benign
11470,benign
16048,trojan
14980,trojan
13773,trojan
7300,worm
11817,benign
7384,worm
13067,trojan
9062,benign
1292,adware
2954,adware
4753,worm
7126,worm
4546,worm
11291,benign
15598,trojan
14746,trojan
11567,benign
255,adware
1052,adware
15392,trojan
3286,adware
10886,benign
16455,trojan
13404,trojan
11743,benign
7194,worm
3934,adware
13069,trojan
10210,benign
6544,worm
12913,trojan
4929,worm
14929,trojan
1289,adware
14344,trojan
6552,worm
9305,benign
7787,worm
16917,trojan
16268,trojan
6910,worm
1710,adware
324,adware
14278,trojan
13485,trojan
10359,benign
4911,worm
15529,trojan
15193,trojan
14050,trojan
441,adware
7302,worm
8455,benign
16661,trojan
11494,benign
13249,trojan
7520,worm
13951,trojan
14265,trojan
2371,adware
9720,benign
10209,benign
16373,trojan
15359,trojan
13268,trojan
6570,worm
5760,worm
6164,worm
10717,benign
623,adware
6579,worm
580,adware
8843,benign
15669,trojan
7208,worm
11730,benign
1133,adware
15363,trojan
13771,trojan
4700,worm
10279,benign
1995,adware
12033,benign
13673,trojan
6289,worm
3924,adware
9097,benign
281,adware
8454,benign
4411,worm
7171,worm
8195,worm
8503,benign
8919,benign
10252,benign
10690,benign
782,adware
10625,benign
14614,trojan
904,adware
8561,benign
1165,adware
2992,adware
2368,adware
15433,trojan
5286,worm
6650,worm
14688,trojan
4652,worm
12118,benign
16378,trojan
6724,worm
6181,worm
6533,worm
14691,trojan
15163,trojan
10928,benign
2190,adware
16465,trojan
523,adware
14382,trojan
14720,trojan
4508,worm
7929,worm
7908,worm
9987,benign
6362,worm
15217,trojan
1217,adware
640,adware
10768,benign
4863,worm
4038,adware
2769,adware
2891,adware
4861,worm
1576,adware
1569,adware
9102,benign
7405,worm
10502,benign
16037,trojan
16275,trojan
310,adware
3119,adware
16310,trojan
2808,adware
1234,adware
11497,benign
9768,benign
15256,trojan
11060,benign
2408,adware
5041,worm
1869,adware
13519,trojan
9471,benign
6803,worm
9289,benign
14132,trojan
6441,worm
7132,worm
1583,adware
3257,adware
4531,worm
14331,trojan
12371,benign
16938,trojan
5225,worm
10892,benign
5563,worm
2811,adware
12374,benign
14920,trojan
7270,worm
16183,trojan
8915,benign
8340,benign
4202,worm
6142,worm
13804,trojan
4319,worm
6319,worm
4424,worm
13930,trojan
5726,worm
3360,adware
7554,worm
9034,benign
11241,benign
14569,trojan
2578,adware
13489,trojan
11687,benign
12036,benign
5224,worm
12593,trojan
1116,adware
12997,trojan
10065,benign
12710,trojan
12194,benign
3965,adware
12790,trojan
11006,benign
2230,adware
15538,trojan
4903,worm
7100,worm
3268,adware
554,adware
7321,worm
15197,trojan
4032,adware
2083,adware
16245,trojan
317,adware
4081,adware
10968,benign
980,adware
14583,trojan
16970,trojan
10365,benign
16119,trojan
4620,worm
14877,trojan
10192,benign
3015,adware
14999,trojan
3466,adware
8874,benign
8366,benign
11538,benign
12456,benign
7496,worm
1259,adware
16303,trojan
11516,benign
4754,worm
12769,trojan
1263,adware
5812,worm
2474,adware
2553,adware
10295,benign
542,adware
10193,benign
2026,adware
1855,adware
13689,trojan
14449,trojan
15679,trojan
14358,trojan
9257,benign
9853,benign
16606,trojan
721,adware
4906,worm
15784,trojan
9998,benign
3441,adware
11110,benign
13661,trojan
4646,worm
1433,adware
16323,trojan
9954,benign
3480,adware
15252,trojan
3269,adware
15123,trojan
13352,trojan
295,adware
13495,trojan
3147,adware
1461,adware
12873,trojan
6529,worm
10243,benign
3037,adware
12885,trojan
12681,trojan
2970,adware
7653,worm
4407,worm
3917,adware
9016,benign
12609,trojan
14470,trojan
2817,adware
9872,benign
73,adware
1648,adware
2826,adware
11350,benign
12431,benign
931,adware
1290,adware
13701,trojan
10910,benign
15349,trojan
14362,trojan
2477,adware
9324,benign
10587,benign
10202,benign
495,adware
12742,trojan
12895,trojan
15076,trojan
3394,adware
5628,worm
14564,trojan
7968,worm
10994,benign
8305,benign
10258,benign
12514,benign
16985,trojan
16968,trojan
12158,benign
16961,trojan
4173,worm
1819,adware
13046,trojan
6038,worm
14799,trojan
13322,trojan
3762,adware
2556,adware
7974,worm
4409,worm
13550,trojan
3186,adware
9408,benign
5121,worm
383,adware
6551,worm
5445,worm
6707,worm
10605,benign
16838,trojan
15856,trojan
7414,worm
4601,worm
13409,trojan
4840,worm
9272,benign
410,adware
2132,adware
16952,trojan
1363,adware
16138,trojan
14023,trojan
4079,adware
1344,adware
4574,worm
14633,trojan
10378,benign
7973,worm
12740,trojan
1581,adware
11692,benign
9892,benign
10837,benign
13244,trojan
6050,worm
15250,trojan
16028,trojan
4488,worm
5542,worm
9426,benign
7655,worm
5754,worm
3944,adware
7927,worm
14842,trojan
4542,worm
3524,adware
9743,benign
15747,trojan
10559,benign
6831,worm
9558,benign
3620,adware
4816,worm
12781,trojan
14796,trojan
10314,benign
16644,trojan
3557,adware
7903,worm
7649,worm
13091,trojan
11465,benign
4342,worm
14122,trojan
1439,adware
925,adware
12816,trojan
16149,trojan
7172,worm
9182,benign
641,adware
1184,adware
2364,adware
184,adware
12647,trojan
1547,adware
4667,worm
8299,benign
13824,trojan
182,adware
11439,benign
6982,worm
13704,trojan
11753,benign
3168,adware
6860,worm
14700,trojan
15634,trojan
9468,benign
13299,trojan
16481,trojan
9377,benign
2011,adware
9373,benign
2783,adware
2625,adware
3996,adware
6243,worm
4662,worm
10755,benign
14668,trojan
10052,benign
11220,benign
5911,worm
11215,benign
3773,adware
7596,worm
333,adware
15700,trojan
12760,trojan
14594,trojan
11183,benign
12849,trojan
2036,adware
704,adware
4735,worm
15940,trojan
13505,trojan
15870,trojan
6837,worm
6034,worm
1188,adware
10254,benign
6635,worm
12818,trojan
12015,benign
1623,adware
313,adware
10240,benign
15994,trojan
1674,adware
14170,trojan
9070,benign
4040,adware
7197,worm
1696,adware
5530,worm
8989,benign
1172,adware
11569,benign
7925,worm
4375,worm
5884,worm
14731,trojan
12427,benign
7606,worm
3446,adware
11209,benign
5595,worm
10369,benign
10045,benign
2129,adware
10180,benign
8512,benign
2288,adware
4119,adware
661,adware
6273,worm
13540,trojan
7075,worm
13843,trojan
11334,benign
708,adware
432,adware
1497,adware
16385,trojan
12711,trojan
10623,benign
7713,worm
14421,trojan
16572,trojan
3853,adware
16125,trojan
1798,adware
2845,adware
12115,benign
5637,worm
824,adware
6211,worm
7369,worm
15035,trojan
15979,trojan
16326,trojan
4146,worm
7553,worm
4729,worm
13533,trojan
5665,worm
1033,adware
4042,adware
16909,trojan
12714,trojan
4870,worm
12936,trojan
13545,trojan
439,adware
5714,worm
176,adware
15719,trojan
13454,trojan
7816,worm
5295,worm
6581,worm
6661,worm
747,adware
6374,worm
14293,trojan
3439,adware
11693,benign
8041,worm
11906,benign
14046,trojan
14806,trojan
12028,benign
3768,adware
8318,benign
8474,benign
5638,worm
4692,worm
6772,worm
9978,benign
14146,trojan
4351,worm
12754,trojan
5270,worm
9797,benign
15128,trojan
15491,trojan
3986,adware
15131,trojan
1471,adware
6540,worm
1008,adware
10927,benign
5795,worm
13039,trojan
7586,worm
1531,adware
2928,adware
10087,benign
12046,benign
12266,benign
15420,trojan
6051,worm
15382,trojan
3436,adware
14196,trojan
1483,adware
12943,trojan
14846,trojan
13057,trojan
5573,worm
5969,worm
3284,adware
12040,benign
14012,trojan
3902,adware
15037,trojan
9731,benign
12903,trojan
1832,adware
11706,benign
13123,trojan
7316,worm
4065,adware
50,adware
4778,worm
2844,adware
3767,adware
11751,benign
6810,worm
3788,adware
17040,trojan
6835,worm
14511,trojan
3221,adware
3022,adware
12330,benign
16846,trojan
139,adware
609,adware
17049,trojan
1895,adware
1639,adware
3612,adware
11258,benign
11843,benign
11513,benign
8207,benign
13478,trojan
1349,adware
11841,benign
8587,benign
16717,trojan
13038,trojan
627,adware
10541,benign
6858,worm
3285,adware
13258,trojan
9943,benign
9392,benign
1401,adware
6587,worm
16280,trojan
3184,adware
13320,trojan
4406,worm
2302,adware
14114,trojan
2622,adware
13351,trojan
4702,worm
8927,benign
10199,benign
3887,adware
4900,worm
9206,benign
6386,worm
4220,worm
6522,worm
10212,benign
5441,worm
16554,trojan
116,adware
13501,trojan
11109,benign
14745,trojan
12825,trojan
11998,benign
10818,benign
4988,worm
10366,benign
9546,benign
15313,trojan
4649,worm
4366,worm
14461,trojan
2606,adware
13049,trojan
3152,adware
3413,adware
1793,adware
10740,benign
2611,adware
9981,benign
6826,worm
13944,trojan
6923,worm
2867,adware
7411,worm
1542,adware
7070,worm
8972,benign
10569,benign
1309,adware
9547,benign
14346,trojan
2882,adware
319,adware
8579,benign
7526,worm
14506,trojan
13521,trojan
3004,adware
15222,trojan
7465,worm
10922,benign
5641,worm
7652,worm
3378,adware
7215,worm
1935,adware
4686,worm
15683,trojan
5324,worm
4395,worm
7298,worm
14076,trojan
126,adware
16299,trojan
1431,adware
1934,adware
4367,worm
16558,trojan
7262,worm
9687,benign
4984,worm
2588,adware
12866,trojan
2552,adware
9342,benign
8346,benign
11939,benign
7821,worm
1457,adware
15618,trojan
11508,benign
16195,trojan
15454,trojan
8936,benign
4459,worm
9848,benign
4745,worm
14861,trojan
14154,trojan
12708,trojan
12398,benign
14356,trojan
5771,worm
5601,worm
15389,trojan
11956,benign
7416,worm
4498,worm
4897,worm
16432,trojan
1872,adware
14437,trojan
7180,worm
13282,trojan
13648,trojan
1491,adware
3326,adware
4705,worm
11456,benign
17112,trojan
1334,adware
8610,benign
12731,trojan
7745,worm
13080,trojan
10057,benign
11415,benign
1304,adware
300,adware
16081,trojan
698,adware
14327,trojan
2115,adware
14191,trojan
11856,benign
4621,worm
16731,trojan
6631,worm
5785,worm
12430,benign
9380,benign
14337,trojan
6924,worm
6487,worm
15887,trojan
14251,trojan
14886,trojan
588,adware
15460,trojan
8313,benign
9715,benign
11498,benign
496,adware
2426,adware
11480,benign
4036,adware
14037,trojan
15200,trojan
3113,adware
3639,adware
13432,trojan
13881,trojan
16675,trojan
15644,trojan
7780,worm
13372,trojan
6642,worm
13906,trojan
3181,adware
2137,adware
10406,benign
2994,adware
1611,adware
11526,benign
8032,worm
9472,benign
9986,benign
4253,worm
9321,benign
3914,adware
16672,trojan
2697,adware
1641,adware
2798,adware
2860,adware
6192,worm
9259,benign
14957,trojan
17080,trojan
1912,adware
695,adware
4699,worm
16673,trojan
13491,trojan
9610,benign
459,adware
11063,benign
16684,trojan
10628,benign
12471,benign
4277,worm
11896,benign
9856,benign
11333,benign
14576,trojan
13512,trojan
1707,adware
3242,adware
16887,trojan
1954,adware
11866,benign
7064,worm
3052,adware
1336,adware
13248,trojan
683,adware
13895,trojan
1841,adware
5851,worm
1537,adware
14137,trojan
3675,adware
12721,trojan
16671,trojan
9915,benign
2256,adware
10847,benign
2284,adware
1558,adware
11566,benign
3316,adware
57,adware
9037,benign
7941,worm
1121,adware
5380,worm
14561,trojan
6341,worm
3738,adware
6643,worm
5275,worm
1813,adware
9359,benign
13170,trojan
5,adware
2544,adware
11419,benign
12632,trojan
15348,trojan
11441,benign
4909,worm
5066,worm
15055,trojan
8782,benign
9040,benign
1149,adware
7188,worm
4715,worm
12537,trojan
1173,adware
3411,adware
14308,trojan
5766,worm
13670,trojan
9294,benign
8129,worm
14372,trojan
13435,trojan
7629,worm
7871,worm
1690,adware
15352,trojan
9950,benign
1481,adware
14902,trojan
5341,worm
12481,benign
3120,adware
14681,trojan
7311,worm
17000,trojan
6574,worm
10171,benign
15032,trojan
4436,worm
2412,adware
9577,benign
1391,adware
9870,benign
4011,adware
12594,trojan
2885,adware
14371,trojan
2383,adware
4359,worm
10059,benign
14100,trojan
7080,worm
9984,benign
15397,trojan
15846,trojan
13137,trojan
4384,worm
10695,benign
16470,trojan
13652,trojan
9964,benign
12639,trojan
5736,worm
8486,benign
10115,benign
8328,benign
9517,benign
10828,benign
1163,adware
4618,worm
4688,worm
14991,trojan
11501,benign
1090,adware
920,adware
10647,benign
8573,benign
13400,trojan
12922,trojan
13317,trojan
11614,benign
8695,benign
2568,adware
3142,adware
7852,worm
3796,adware
16424,trojan
1980,adware
10185,benign
3092,adware
6462,worm
12019,benign
12807,trojan
2340,adware
6748,worm
10825,benign
14034,trojan
6158,worm
6248,worm
16206,trojan
11770,benign
4279,worm
9074,benign
7277,worm
454,adware
862,adware
4598,worm
9090,benign
5067,worm
796,adware
1447,adware
9673,benign
9917,benign
2958,adware
6516,worm
7789,worm
15119,trojan
792,adware
2465,adware
15589,trojan
516,adware
6556,worm
4422,worm
7730,worm
13239,trojan
7050,worm
7484,worm
5548,worm
14411,trojan
8362,benign
114,adware
6561,worm
12438,benign
1684,adware
1210,adware
5830,worm
3764,adware
5468,worm
8102,worm
2035,adware
9197,benign
4018,adware
6951,worm
1665,adware
2828,adware
6889,worm
15518,trojan
768,adware
15573,trojan
183,adware
1226,adware
15298,trojan
12550,trojan
16852,trojan
5653,worm
14629,trojan
2185,adware
893,adware
5544,worm
15223,trojan
11271,benign
7919,worm
11522,benign
973,adware
9732,benign
10062,benign
10952,benign
10815,benign
15464,trojan
13152,trojan
10508,benign
961,adware
8010,worm
13609,trojan
6148,worm
4307,worm
822,adware
7579,worm
12229,benign
9514,benign
9459,benign
994,adware
13332,trojan
10594,benign
6408,worm
11510,benign
16618,trojan
16878,trojan
397,adware
16413,trojan
7308,worm
5171,worm
11429,benign
16753,trojan
4648,worm
7636,worm
10595,benign
4585,worm
6725,worm
12583,trojan
14215,trojan
10999,benign
8467,benign
14109,trojan
16005,trojan
4760,worm
8276,benign
3016,adware
0,adware
10256,benign
14245,trojan
14849,trojan
14091,trojan
7633,worm
1083,adware
6327,worm
16633,trojan
6672,worm
6087,worm
766,adware
5317,worm
1987,adware
4971,worm
13998,trojan
12101,benign
7008,worm
12103,benign
11591,benign
2816,adware
15028,trojan
6138,worm
5394,worm
338,adware
3892,adware
10546,benign
7518,worm
5260,worm
3661,adware
11766,benign
3097,adware
735,adware
7000,worm
14934,trojan
8701,benign
6268,worm
8416,benign
12235,benign
16397,trojan
2081,adware
12589,trojan
4051,adware
7742,worm
1873,adware
12789,trojan
4218,worm
9614,benign
9590,benign
12898,trojan
16630,trojan
14499,trojan
5987,worm
14843,trojan
14001,trojan
5277,worm
12891,trojan
12926,trojan
11169,benign
5724,worm
2355,adware
2141,adware
9479,benign
2584,adware
15555,trojan
8289,benign
13834,trojan
3703,adware
6539,worm
15059,trojan
13444,trojan
10498,benign
13739,trojan
779,adware
457,adware
7325,worm
12780,trojan
7238,worm
2566,adware
9865,benign
8458,benign
8315,benign
16627,trojan
3948,adware
7199,worm
2666,adware
14318,trojan
16860,trojan
2916,adware
16862,trojan
4796,worm
11994,benign
606,adware
6675,worm
1137,adware
2376,adware
2080,adware
11233,benign
3700,adware
7577,worm
1351,adware
3301,adware
691,adware
15964,trojan
915,adware
5434,worm
7865,worm
3926,adware
15980,trojan
746,adware
16861,trojan
10074,benign
7739,worm
776,adware
951,adware
15639,trojan
3564,adware
2248,adware
7445,worm
5349,worm
10843,benign
6298,worm
9940,benign
4556,worm
14589,trojan
5480,worm
13663,trojan
14352,trojan
10255,benign
2096,adware
9528,benign
3733,adware
13446,trojan
2548,adware
3331,adware
4940,worm
3906,adware
16404,trojan
11836,benign
12034,benign
14970,trojan
10744,benign
2148,adware
8686,benign
814,adware
1291,adware
654,adware
12890,trojan
5103,worm
2768,adware
14133,trojan
9162,benign
4922,worm
9128,benign
379,adware
537,adware
11942,benign
10792,benign
9764,benign
7764,worm
12283,benign
8026,worm
5128,worm
4321,worm
8452,benign
1976,adware
2737,adware
16714,trojan
16221,trojan
15287,trojan
13535,trojan
15481,trojan
4823,worm
14147,trojan
12035,benign
7228,worm
5723,worm
12171,benign
12758,trojan
9476,benign
13255,trojan
17085,trojan
354,adware
5055,worm
11423,benign
2009,adware
11979,benign
7984,worm
3369,adware
11279,benign
11377,benign
16082,trojan
7407,worm
16318,trojan
11327,benign
10514,benign
3333,adware
412,adware
16347,trojan
7795,worm
6800,worm
10113,benign
834,adware
3273,adware
14951,trojan
12286,benign
16589,trojan
3898,adware
16791,trojan
16227,trojan
7148,worm
9177,benign
3778,adware
9835,benign
5741,worm
10621,benign
865,adware
11384,benign
9733,benign
6117,worm
11712,benign
1593,adware
13896,trojan
7280,worm
481,adware
6783,worm
11816,benign
3133,adware
16251,trojan
2266,adware
5446,worm
8306,benign
15150,trojan
2463,adware
5203,worm
5609,worm
4478,worm
16122,trojan
3637,adware
5247,worm
5409,worm
14472,trojan
5307,worm
16726,trojan
872,adware
9418,benign
10622,benign
10960,benign
15317,trojan
15320,trojan
6749,worm
6344,worm
11442,benign
6722,worm
5806,worm
2348,adware
2692,adware
16362,trojan
4880,worm
11985,benign
4722,worm
9058,benign
6130,worm
16406,trojan
3645,adware
10154,benign
6688,worm
15203,trojan
12239,benign
1646,adware
658,adware
11454,benign
773,adware
12603,trojan
6765,worm
13063,trojan
1327,adware
9047,benign
6813,worm
6182,worm
12458,benign
4429,worm
7019,worm
5290,worm
4209,worm
15728,trojan
558,adware
13529,trojan
5782,worm
7365,worm
6347,worm
5889,worm
11444,benign
5370,worm
911,adware
8993,benign
12169,benign
16645,trojan
15152,trojan
15991,trojan
15746,trojan
8528,benign
15113,trojan
619,adware
12418,benign
16040,trojan
1691,adware
16512,trojan
4963,worm
8270,benign
4456,worm
648,adware
590,adware
16697,trojan
6514,worm
8714,benign
1914,adware
10821,benign
4094,adware
4293,worm
9591,benign
11432,benign
9191,benign
5375,worm
3040,adware
12432,benign
10276,benign
9161,benign
12694,trojan
5823,worm
2203,adware
5053,worm
8673,benign
12269,benign
2201,adware
7848,worm
13855,trojan
7430,worm
5433,worm
5280,worm
6440,worm
3969,adware
1171,adware
15949,trojan
9430,benign
17078,trojan
10897,benign
2594,adware
6892,worm
7870,worm
127,adware
7339,worm
5336,worm
6253,worm
11638,benign
11665,benign
11089,benign
5772,worm
2336,adware
11543,benign
8531,benign
406,adware
1902,adware
17025,trojan
6933,worm
27,adware
8594,benign
8385,benign
10602,benign
15218,trojan
14119,trojan
9133,benign
8252,benign
13912,trojan
7186,worm
3085,adware
16124,trojan
12817,trojan
14176,trojan
11216,benign
9758,benign
10090,benign
4514,worm
9055,benign
14537,trojan
6179,worm
7150,worm
4602,worm
3711,adware
15109,trojan
16804,trojan
10217,benign
5467,worm
7958,worm
11746,benign
5356,worm
1310,adware
14451,trojan
16831,trojan
13594,trojan
15267,trojan
7802,worm
1702,adware
10033,benign
8593,benign
8432,benign
9716,benign
1186,adware
11812,benign
13001,trojan
11854,benign
6024,worm
15192,trojan
4731,worm
2685,adware
1891,adware
484,adware
1320,adware
3594,adware
10719,benign
8811,benign
12151,benign
12687,trojan
14781,trojan
7258,worm
2839,adware
4045,adware
3897,adware
13956,trojan
11785,benign
8800,benign
16550,trojan
14768,trojan
9599,benign
3905,adware
13782,trojan
6437,worm
10005,benign
10076,benign
7934,worm
9814,benign
11870,benign
7735,worm
12470,benign
12552,trojan
1122,adware
7632,worm
13420,trojan
3105,adware
8442,benign
10510,benign
16874,trojan
1786,adware
14740,trojan
10027,benign
13781,trojan
14129,trojan
7637,worm
8485,benign
2894,adware
12197,benign
9386,benign
12578,trojan
8492,benign
11618,benign
12008,benign
6089,worm
5094,worm
1502,adware
11572,benign
12087,benign
9057,benign
16581,trojan
12312,benign
8856,benign
6592,worm
8199,worm
5798,worm
9661,benign
5158,worm
9580,benign
13143,trojan
2029,adware
84,adware
867,adware
13043,trojan
6622,worm
9739,benign
1398,adware
4159,worm
863,adware
17024,trojan
2948,adware
14526,trojan
3782,adware
14232,trojan
12279,benign
8496,benign
15847,trojan
14544,trojan
6751,worm
13561,trojan
13061,trojan
168,adware
12672,trojan
13851,trojan
7723,worm
15410,trojan
11662,benign
16075,trojan
5660,worm
11246,benign
11311,benign
4163,worm
14690,trojan
3577,adware
7539,worm
8653,benign
4875,worm
2114,adware
14683,trojan
15211,trojan
1365,adware
3243,adware
9657,benign
11410,benign
1473,adware
7812,worm
7932,worm
16192,trojan
12918,trojan
3278,adware
5481,worm
3544,adware
2442,adware
7352,worm
1526,adware
11088,benign
13794,trojan
14702,trojan
10885,benign
14051,trojan
11773,benign
8290,benign
5149,worm
12554,trojan
15038,trojan
12836,trojan
14606,trojan
87,adware
16058,trojan
5755,worm
5951,worm
14801,trojan
12735,trojan
7725,worm
9385,benign
15461,trojan
9691,benign
15297,trojan
2304,adware
14428,trojan
10507,benign
14505,trojan
9544,benign
16752,trojan
899,adware
12602,trojan
8517,benign
10481,benign
4437,worm
3732,adware
11113,benign
8547,benign
7232,worm
14234,trojan
14593,trojan
2581,adware
2669,adware
11973,benign
10956,benign
3112,adware
6392,worm
15905,trojan
1664,adware
11964,benign
16920,trojan
9266,benign
7043,worm
2251,adware
6195,worm
5461,worm
7130,worm
10299,benign
8569,benign
6797,worm
7625,worm
1412,adware
9656,benign
7486,worm
10939,benign
16235,trojan
2879,adware
3251,adware
12247,benign
29,adware
6528,worm
8279,benign
9319,benign
948,adware
1113,adware
3048,adware
14945,trojan
9887,benign
8802,benign
9949,benign
6612,worm
11806,benign
929,adware
14977,trojan
16601,trojan
3456,adware
7673,worm
6706,worm
8116,worm
10590,benign
10225,benign
12437,benign
16177,trojan
8570,benign
1723,adware
9349,benign
2904,adware
9095,benign
5422,worm
9551,benign
10600,benign
7391,worm
11827,benign
1413,adware
12771,trojan
16080,trojan
6883,worm
15579,trojan
6560,worm
13618,trojan
612,adware
14206,trojan
6595,worm
13991,trojan
1256,adware
700,adware
11883,benign
15005,trojan
16821,trojan
10163,benign
2876,adware
2727,adware
10149,benign
13064,trojan
8067,worm
12540,trojan
11499,benign
9403,benign
8417,benign
6393,worm
7850,worm
5403,worm
9270,benign
4328,worm
15668,trojan
15169,trojan
3033,adware
10907,benign
5478,worm
16766,trojan
7355,worm
10196,benign
3995,adware
8755,benign
4044,adware
11235,benign
2008,adware
15135,trojan
10718,benign
6021,worm
2481,adware
15629,trojan
723,adware
8792,benign
13490,trojan
1892,adware
2236,adware
14158,trojan
5144,worm
8388,benign
3155,adware
727,adware
4681,worm
2165,adware
1307,adware
7547,worm
2113,adware
